StockCode,Description,transactions,total_quantity_sold,total_revenue,avg_unit_price,unique_customers,countries_sold
21906,PHARMACIE FIRST AID TIN,174,581,4470.809999999999,9.662068965517241,72,16
22942,CHRISTMAS LIGHTS 10 SANTAS ,154,609,4469.040000000001,8.338701298701306,112,6
22089,PAPER BUNTING VINTAGE PAISLEY,276,1448,4460.380000000004,3.4879347826086926,143,8
23288,GREEN VINTAGE SPOT BEAKER,186,4625,4444.2300000000005,1.0418817204301074,108,12
23530,WALL ART ONLY ONE PERSON ,87,1056,4436.27,5.577586206896549,60,5
22626,BLACK KITCHEN SCALES,206,526,4427.360000000001,8.981359223300972,135,16
20975,12 PENCILS SMALL TUBE RED RETROSPOT,370,6640,4387.820000000001,0.7369189189189195,232,12
15056P,EDWARDIAN PARASOL PINK,146,778,4366.8200000000015,6.346712328767119,88,9
23349,ROLL WRAP VINTAGE CHRISTMAS,348,3231,4355.100000000002,1.538448275862068,215,8
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,102,1201,4346.2699999999995,3.9163725490196035,81,11
22327,ROUND SNACK BOXES SET OF 4 SKULLS,300,1180,4336.700000000002,4.269066666666663,107,11
16014,SMALL CHINESE STYLE SCISSOR,54,13328,4335.76,0.4014814814814814,34,5
84692,BOX OF 24 COCKTAIL PARASOLS,600,7915,4329.480000000001,0.670666666666667,210,9
22899,CHILDREN'S APRON DOLLY GIRL ,317,2071,4328.5300000000025,2.4340378548895867,191,15
21498,RED RETROSPOT WRAP ,337,10551,4322.42,0.41804154302670715,239,14
21892,TRADITIONAL WOODEN CATCH CUP GAME ,422,3196,4322.16,1.6017535545023698,236,10
23168,CLASSIC CAFE SUGAR DISPENSER,331,3076,4312.600000000001,1.7969184290030211,133,8
23050,RECYCLED ACAPULCO MAT GREEN,205,497,4286.550000000001,9.22326829268293,117,12
22723,SET OF 6 HERB TINS SKETCHBOOK,303,1169,4282.57,4.295412541254122,171,10
22694,WICKER STAR ,415,1846,4260.12,2.5450120481927727,229,4
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,264,1117,4235.880000000001,4.1919696969696965,142,8
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,421,5214,4231.950000000002,0.9764845605700698,173,13
22061,LARGE CAKE STAND  HANGING STRAWBERY,147,583,4228.01,10.287278911564623,87,7
23089,GLASS BON BON JAR,229,2355,4217.729999999998,2.3782969432314403,102,6
22801,ANTIQUE GLASS PEDESTAL BOWL,226,1030,4215.139999999999,4.720442477876105,124,7
23012,GLASS APOTHECARY BOTTLE PERFUME,251,1074,4208.959999999999,4.621792828685256,152,11
23144,ZINC T-LIGHT HOLDER STARS SMALL,275,5089,4197.830000000004,0.9436727272727262,181,10
22550,HOLIDAY FUN LUDO,220,1165,4194.889999999999,4.380863636363637,137,12
20682,RED RETROSPOT CHILDRENS UMBRELLA,242,1245,4190.83,3.9654958677685945,139,11
22813,PACK 3 BOXES BIRD PANNETONE ,187,2168,4188.940000000001,2.517272727272726,111,10
23110,PARISIENNE KEY CABINET ,257,702,4158.68,6.658793774319066,158,12
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,154,410,4155.340000000001,11.095454545454542,105,7
21874,GIN AND TONIC MUG,297,2981,4149.9299999999985,2.009057239057239,111,7
22649,STRAWBERRY FAIRY CAKE TEAPOT,210,801,4147.73,5.934714285714283,87,11
23486,ANTIQUE HEART SHELF UNIT,74,275,4145.469999999999,17.812702702702705,65,4
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,268,3502,4142.919999999999,1.298582089552237,197,7
23283,DOORMAT VINTAGE LEAF,142,564,4122.199999999999,9.177535211267605,101,7
22841,ROUND CAKE TIN VINTAGE GREEN,215,531,4109.72,8.399999999999995,158,11
23255,CHILDRENS CUTLERY CIRCUS PARADE,159,1015,4101.37,4.345723270440253,117,17
23193,BUFFALO BILL TREASURE BOOK BOX,181,1930,4097.280000000001,2.7146408839779013,110,11
23009,I LOVE LONDON BABY GIFT SET,103,263,4082.52,15.988252427184463,49,8
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,555,10610,4075.9400000000023,0.49760360360360495,344,8
22489,PACK OF 12 TRADITIONAL CRAYONS,448,9721,4072.970000000001,0.5400669642857148,233,15
23340,VINTAGE CHRISTMAS CAKE FRILL,153,2512,4053.880000000002,1.9569281045751654,113,3
21116,OWL DOORSTOP,259,707,4051.79,6.558918918918918,82,8
21704,BAG 250g SWIRLY MARBLES,249,5144,4039.2800000000016,1.0033734939759036,138,9
22219,LOVEBIRD HANGING DECORATION WHITE ,557,4138,4037.9800000000023,1.1797307001795303,191,6
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,189,2098,4012.0500000000015,2.381111111111109,88,3
22951,60 CAKE CASES DOLLY GIRL DESIGN,453,7518,4010.550000000001,0.6718543046357607,238,19
22431,WATERING CAN BLUE ELEPHANT,340,2062,4002.610000000004,2.3030882352941133,160,9
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,171,391,3999.570000000002,11.253099415204678,95,10
23129,HEART SHAPED HOLLY WREATH,172,950,3999.499999999999,4.57627906976744,139,10
22956,36 FOIL HEART CAKE CASES,206,2055,3992.580000000002,2.215873786407765,145,15
22493,PAINT YOUR OWN CANVAS SET,224,2463,3989.9399999999982,1.911875000000002,126,5
20675,BLUE POLKADOT BOWL,325,3121,3984.3700000000003,1.5859384615384613,150,15
23306,SET OF 36 DOILIES PANTRY DESIGN,245,2741,3983.6000000000045,1.7355510204081601,173,13
84792,ENCHANTED BIRD COATHANGER 5 HOOK,244,834,3978.97,5.529590163934422,126,6
22274,FELTCRAFT DOLL EMILY,274,1347,3974.130000000002,3.3183211678832083,169,11
22131,FOOD CONTAINER SET 3 LOVE HEART ,302,2039,3952.190000000003,2.7952980132450302,116,11
23526,WALL ART DOG LICENCE ,115,604,3939.760000000001,8.880260869565223,58,3
23557,LANDMARK FRAME BAKER STREET ,32,350,3930.27,13.181874999999998,26,1
22148,EASTER CRAFT 4 CHICKS ,192,1939,3929.150000000004,2.2503124999999966,149,9
22179,SET 10 NIGHT OWL LIGHTS,173,506,3915.4799999999996,8.935895953757225,60,5
22980,PANTRY SCRUBBING BRUSH,297,2366,3914.9599999999964,1.9209090909090931,199,11
23081,GREEN METAL BOX ARMY SUPPLIES,136,468,3914.5,9.432720588235293,79,9
21716,BOYS VINTAGE TIN SEASIDE BUCKET,246,1441,3913.720000000001,3.378414634146341,113,11
21041,RED RETROSPOT OVEN GLOVE DOUBLE,263,921,3909.6300000000015,4.375399239543726,101,5
21928,JUMBO BAG SCANDINAVIAN PAISLEY,146,2059,3908.6200000000035,2.7551369863013657,77,7
23049,RECYCLED ACAPULCO MAT RED,186,456,3896.8400000000006,8.921505376344085,104,12
22117,METAL SIGN HER DINNER IS SERVED ,95,1320,3896.449999999999,2.9212631578947374,59,6
23552,BICYCLE PUNCTURE REPAIR KIT ,124,1864,3883.9900000000007,2.262580645161293,94,6
22222,CAKE PLATE LOVEBIRD WHITE,222,1057,3880.2000000000007,5.441216216216214,105,9
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,532,10462,3877.680000000004,0.470093984962407,333,10
21749,LARGE RED RETROSPOT WINDMILL,140,1963,3877.089999999998,2.5309999999999984,81,6
22738,RIBBON REEL SNOWY VILLAGE,281,2189,3856.0699999999997,2.3265480427046277,148,7
22896,PEG BAG APPLES DESIGN,292,1492,3853.759999999996,3.200684931506852,145,9
85049A,TRADITIONAL CHRISTMAS RIBBONS,331,3005,3847.3600000000006,1.4875528700906346,205,9
37370,RETRO COFFEE MUGS ASSORTED,166,2571,3844.81,5.331626506024093,73,6
23111,PARISIENNE SEWING BOX,139,312,3839.2400000000002,13.468920863309354,81,9
23194,GYMKHANA TREASURE BOOK BOX,207,1719,3824.5299999999997,2.7398067632850247,129,11
22842,BISCUIT TIN VINTAGE RED,163,590,3823.21,7.175582822085889,121,12
22809,SET OF 6 T-LIGHTS SANTA,210,1254,3822.5000000000023,3.493428571428569,142,8
21110,LARGE CAKE TOWEL PINK SPOTS,136,1106,3822.4500000000003,6.2624264705882355,63,8
22350,ILLUSTRATED CAT BOWL ,124,1413,3822.1200000000017,3.0630645161290317,64,7
22383,LUNCH BAG SUKI  DESIGN ,206,2220,3791.860000000003,2.4265533980582443,123,10
85049E,SCANDINAVIAN REDS RIBBONS,421,2866,3791.110000000001,1.4903562945368174,249,9
21244,BLUE POLKADOT PLATE ,197,2282,3789.3199999999997,2.0589847715736034,108,12
23253,16 PIECE CUTLERY SET PANTRY DESIGN,69,254,3785.0600000000004,17.166231884057968,44,9
23092,LARGE ANTIQUE WHITE PHOTO FRAME,136,525,3773.579999999998,8.099485294117644,97,5
23299,FOOD COVER WITH BEADS SET 2 ,147,1012,3772.8800000000006,4.36625850340136,110,9
21746,SMALL RED RETROSPOT WINDMILL,228,3075,3766.9300000000007,1.4690789473684212,123,6
21527,RED RETROSPOT TRADITIONAL TEAPOT ,149,481,3756.790000000003,8.510268456375858,96,7
23236,STORAGE TIN VINTAGE DOILY ,201,1288,3751.0199999999995,3.3870149253731285,125,16
22195,LARGE HEART MEASURING SPOONS,381,1979,3725.6099999999974,2.350866141732284,149,14
21260,FIRST AID TIN,168,1161,3722.2299999999996,3.5810119047619042,105,12
21658,GLASS  BEURRE DISH,216,881,3721.629999999998,5.604907407407406,83,6
23182,TOILET SIGN OCCUPIED OR VACANT,446,3777,3718.090000000002,1.5163004484304952,141,5
23064,CINDERELLA CHANDELIER ,23,221,3717.5600000000004,45.48739130434783,21,4
22212,FOUR HOOK  WHITE LOVEBIRDS,410,1615,3713.5400000000022,2.82860975609756,146,8
22854,CREAM SWEETHEART EGG HOLDER,163,767,3708.519999999999,5.392760736196314,124,5
21531,RED RETROSPOT SUGAR JAM BOWL,253,1522,3692.369999999999,2.8857707509881436,144,10
21890,S/6 WOODEN SKITTLES IN COTTON BAG,238,1152,3689.46,3.8453781512605025,144,8
22656,VINTAGE BLUE KITCHEN CABINET,20,26,3685.0,146.75,17,2
23013,GLASS APOTHECARY BOTTLE TONIC,225,925,3678.1099999999997,4.66973333333333,136,8
23130,MISTLETOE HEART WREATH GREEN,179,882,3676.1800000000003,4.5320111731843555,136,4
22926,IVORY GIANT GARDEN THERMOMETER,199,597,3674.7000000000035,6.2844221105527724,141,7
85053,FRENCH ENAMEL CANDLEHOLDER,330,1701,3666.2900000000027,2.6072121212121178,158,11
22378,WALL TIDY RETROSPOT ,295,2288,3649.0700000000024,3.019050847457625,70,10
23085,ANTIQUE SILVER BAUBLE LAMP  ,87,381,3635.2300000000005,10.819999999999997,65,4
22468,BABUSHKA LIGHTS STRING OF 10,153,517,3633.1699999999996,8.304117647058824,83,7
23294,SET OF 6 SNACK LOAF BAKING CASES,365,4420,3631.0500000000043,1.084794520547948,215,15
22466,FAIRY TALE COTTAGE NIGHTLIGHT,95,2093,3626.450000000001,2.392736842105264,52,10
22236,CAKE STAND 3 TIER MAGIC GARDEN,88,308,3624.5999999999995,12.525,67,10
23210,WHITE ROCKING HORSE HAND PAINTED,207,2902,3617.7800000000016,1.4615942028985507,116,13
23032,DRAWER KNOB CRACKLE GLAZE IVORY,201,2162,3608.5800000000017,1.7765671641791063,116,9
22053,EMPIRE DESIGN ROSETTE,28,4244,3606.4199999999996,1.227857142857143,24,3
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,104,317,3585.9900000000002,14.927403846153853,37,6
23091,ZINC HERB GARDEN CONTAINER,212,567,3585.3900000000003,6.727688679245283,156,4
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,326,1835,3585.0199999999995,2.357147239263805,169,11
22348,TEA BAG PLATE RED RETROSPOT,363,4086,3584.9900000000016,1.083691460055095,145,17
71477,COLOURED GLASS STAR T-LIGHT HOLDER,54,1013,3584.9100000000017,4.471296296296293,32,1
23497,CLASSIC CHROME BICYCLE BELL ,200,2501,3582.9700000000025,1.6246499999999957,150,12
21494,ROTATING LEAVES T-LIGHT HOLDER,321,1934,3578.829999999999,2.5840186915887844,80,7
22908,PACK OF 20 NAPKINS RED APPLES,387,4385,3573.8300000000027,0.9666666666666655,213,13
23332,IVORY WICKER HEART LARGE,301,2076,3570.7599999999993,1.7598338870431924,208,5
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,204,871,3564.4900000000002,4.949705882352942,110,4
20717,STRAWBERRY SHOPPER BAG,418,2857,3564.480000000001,1.6720095693779906,151,11
85132C,CHARLIE AND LOLA FIGURES TINS,212,1520,3562.32,3.9865094339622615,97,7
22180,RETROSPOT LAMP,156,334,3561.3399999999997,11.504679487179486,93,9
22669,RED BABY BUNTING ,234,1128,3558.9999999999995,3.7677777777777752,144,10
23191,BUNDLE OF 3 RETRO NOTE BOOKS,288,2158,3557.939999999997,1.8715277777777801,179,9
21974,SET OF 36 PAISLEY FLOWER DOILIES,360,2219,3545.599999999999,2.1443888888888876,178,13
21992,VINTAGE PAISLEY STATIONERY SET,453,1913,3529.120000000001,2.05317880794702,161,9
21703,BAG 125g SWIRLY MARBLES,298,9390,3528.8899999999994,0.49573825503355756,176,10
22688,DOORMAT PEACE ON EARTH BLUE,32,705,3519.6599999999994,9.140625,27,6
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,335,4016,3517.520000000006,0.9968358208955226,228,11
23189,SET OF 12 FORK CANDLES,142,1249,3507.5099999999993,3.3956338028168966,90,8
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,232,1330,3507.1700000000014,3.2612931034482764,117,12
22760,"TRAY, BREAKFAST IN BED",80,275,3491.8600000000006,14.710749999999999,51,8
21238,RED RETROSPOT CUP,391,3969,3488.4399999999982,1.069411764705881,161,16
21745,GAOLERS KEYS DECORATIVE GARDEN ,218,938,3486.9799999999996,3.965045871559633,116,7
82580,BATHROOM METAL SIGN,636,5883,3474.3100000000013,0.8297641509433961,211,6
22065,CHRISTMAS PUDDING TRINKET POT ,257,6763,3470.8300000000004,1.0489883268482492,133,7
22435,SET OF 9 HEART SHAPED BALLOONS,274,2766,3456.75,1.4585401459854015,154,12
23350,ROLL WRAP VINTAGE SPOT ,314,2721,3456.330000000002,1.459267515923567,206,8
47567B,TEA TIME KITCHEN APRON,141,609,3456.150000000001,6.321134751773046,82,8
23426,METAL SIGN DROP YOUR PANTS,210,1277,3450.209999999998,3.33023809523809,127,7
21588,RETROSPOT GIANT TUBE MATCHES,138,1497,3450.149999999998,2.5271739130434776,99,4
21243,PINK  POLKADOT PLATE ,186,2065,3449.6,2.1288709677419355,96,12
84508A,CAMOUFLAGE DESIGN TEDDY,36,1631,3448.05,2.4125000000000005,18,1
21385,IVORY HANGING DECORATION  HEART,330,3889,3447.5500000000015,1.1054848484848472,154,5
21463,MIRRORED DISCO BALL ,136,651,3446.95,5.799632352941173,78,3
22300,COFFEE MUG DOG + BALL DESIGN,200,1543,3444.909999999999,3.09595,101,7
23156,SET OF 5 MINI GROCERY MAGNETS,212,1672,3437.8500000000026,2.2572169811320766,118,13
23354,6 GIFT TAGS 50'S CHRISTMAS ,332,3743,3431.890000000006,0.971355421686747,236,10
21497,FANCY FONTS BIRTHDAY WRAP,232,8600,3430.0,0.4182758620689661,177,10
23388,WOODLAND MINI BACKPACK,155,820,3427.9399999999996,4.631161290322577,115,10
23014,GLASS APOTHECARY BOTTLE ELIXIR,213,858,3427.4799999999996,4.855258215962439,123,9
23127,FELTCRAFT GIRL NICOLE KIT,185,669,3427.35,5.277999999999995,138,10
22311,OFFICE MUG WARMER BLACK+SILVER ,149,1137,3418.51,4.044228187919463,62,9
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,230,896,3417.28,4.501217391304347,104,10
22782,SET 3 WICKER STORAGE BASKETS ,74,241,3399.949999999999,19.3554054054054,65,6
23239,SET OF 4 KNICK KNACK TINS POPPIES,186,853,3399.4900000000007,4.387096774193548,126,11
21429,RED GINGHAM ROSE JEWELLERY BOX,293,1744,3398.9500000000003,2.3192491467576777,148,13
22029,SPACEBOY BIRTHDAY CARD,530,8185,3397.6499999999974,0.5240377358490571,235,14
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,316,1005,3390.8799999999983,3.4939556962025335,79,4
22653,BUTTON BOX ,254,1877,3380.45,1.9483464566929125,74,6
79000,MOROCCAN TEA GLASS,127,4186,3377.7400000000025,1.01251968503937,70,6
23188,VINTAGE  2 METRE FOLDING RULER,155,1628,3375.700000000003,1.99709677419355,103,3
22776,SWEETHEART 3 TIER CAKE STAND ,159,284,3371.5800000000036,12.072264150943411,100,6
21993,FLORAL FOLK STATIONERY SET,432,1943,3363.34,2.015856481481482,152,9
22812,PACK 3 BOXES CHRISTMAS PANNETONE,167,1650,3361.7700000000013,2.744371257485029,93,7
22563,HAPPY STENCIL CRAFT,291,2831,3358.1800000000003,1.3471134020618556,172,8
22687,DOORMAT CHRISTMAS VILLAGE,52,590,3354.2200000000003,11.31980769230769,31,5
22432,WATERING CAN PINK BUNNY,284,1721,3350.6200000000035,2.235739436619714,159,10
22079,RIBBON REEL HEARTS DESIGN ,331,1911,3348.39,2.0364048338368606,191,10
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",147,415,3328.2,11.873129251700682,28,1
22179,SET 10 LIGHTS NIGHT OWL,120,461,3317.4699999999993,9.038333333333329,54,3
23065,LARGE DECO JEWELLERY STAND,96,264,3314.94,12.991041666666666,78,6
23395,BELLE JARDINIERE CUSHION COVER,220,761,3305.829999999999,4.867909090909091,142,10
22855,FINE WICKER HEART ,239,2644,3304.2300000000014,1.5256903765690375,153,3
22962,JAM JAR WITH PINK LID,344,3904,3294.9100000000017,1.0569767441860454,181,19
22460,EMBOSSED GLASS TEALIGHT HOLDER,213,2559,3289.7500000000005,1.5460093896713614,119,2
22567,20 DOLLY PEGS RETROSPOT,232,2470,3282.2999999999993,1.5637931034482764,136,16
22244,3 HOOK HANGER MAGIC GARDEN,162,1705,3280.110000000002,2.8162962962962945,67,11
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,394,6151,3279.210000000001,0.6923857868020292,210,13
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,139,1173,3277.3099999999986,3.011582733812947,123,11
22430,ENAMEL WATERING CAN CREAM,205,630,3266.0899999999992,5.6069268292682874,132,8
23053,RECYCLED ACAPULCO MAT PINK,165,365,3262.5700000000015,9.80987878787879,106,15
21868,POTTING SHED TEA MUG,306,2479,3262.25,1.7523529411764707,154,4
22187,GREEN CHRISTMAS TREE CARD HOLDER,194,1266,3245.6799999999994,3.9398969072164944,124,3
22746,POPPY'S PLAYHOUSE LIVINGROOM ,333,1451,3244.9400000000023,2.510210210210208,180,15
23393,HOME SWEET HOME CUSHION COVER ,236,807,3230.4099999999994,4.465932203389832,166,9
23230,WRAP ALPHABET DESIGN,236,8001,3228.42,0.4173728813559328,179,12
23051,RECYCLED ACAPULCO MAT BLUE,162,365,3223.49,9.636790123456791,96,11
20973,12 PENCIL SMALL TUBE WOODLAND,370,4506,3216.119999999999,0.7866756756756764,192,12
22360,GLASS JAR ENGLISH CONFECTIONERY,224,1019,3210.52,3.8585267857142833,103,7
21135,VICTORIAN  METAL POSTCARD SPRING,183,2870,3207.689999999999,1.8930054644808734,123,8
22491,PACK OF 12 COLOURED PENCILS,222,3959,3193.83,0.9122072072072079,163,12
23342,MINT DINER WALL CLOCK,164,373,3176.4100000000003,8.831463414634145,105,10
21115,ROSE CARAVAN DOORSTOP,166,566,3174.8400000000006,7.439879518072286,105,11
23035,DRAWER KNOB CERAMIC IVORY,194,2173,3173.890000000002,1.6429896907216501,111,8
23323,WHITE WICKER STAR ,306,1473,3155.179999999998,2.2493137254901976,211,5
22465,HANGING METAL STAR LANTERN,202,2060,3153.089999999999,1.8738118811881204,120,4
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,157,721,3145.0499999999997,5.298535031847133,84,8
84968A,SET OF 16 VINTAGE ROSE CUTLERY,99,267,3139.3,13.83707070707071,33,5
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,230,1815,3137.9999999999995,2.36595652173913,89,8
22778,GLASS CLOCHE SMALL,148,806,3131.0199999999995,4.8707432432432425,80,6
21561,DINOSAUR LUNCH BOX WITH CUTLERY,215,1282,3127.3799999999983,3.0209302325581406,117,11
23346,SPACEBOY BEAKER,188,2632,3117.340000000001,1.5157978723404248,107,12
21240,BLUE POLKADOT CUP,329,3573,3112.809999999999,1.111610942249239,150,14
20754,RETROSPOT RED WASHING UP GLOVES,308,1458,3090.960000000001,2.511915584415583,154,10
23461,SWEETHEART BIRD HOUSE,107,857,3082.7099999999996,4.525233644859814,76,2
20828,GLITTER BUTTERFLY CLIPS,250,1130,3079.88,3.1613600000000024,117,5
23188,VINTAGE  2 METER FOLDING RULER,184,1845,3075.369999999998,1.8795652173913069,132,5
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,74,845,3069.4599999999996,4.073648648648646,56,7
22564,ALPHABET STENCIL CRAFT,191,2702,3063.52,1.35434554973822,121,4
23329,DECORATIVE WICKER HEART LARGE,261,1778,3056.34,1.764099616858241,169,4
22810,SET OF 6 T-LIGHTS SNOWMEN,169,952,3045.680000000001,3.5862130177514775,107,6
22604,SET OF 4 NAPKIN CHARMS CUTLERY,131,1253,3044.7599999999998,2.8502290076335863,78,8
23242,TREASURE TIN BUFFALO BILL ,223,1476,3037.1100000000006,2.2770852017937235,133,13
22972,CHILDREN'S SPACEBOY MUG,231,1774,3032.9899999999984,1.9855411255411273,138,10
22892,SET OF SALT AND PEPPER TOADSTOOLS,200,2478,3029.1,1.24525,118,10
22894,TABLECLOTH RED APPLES DESIGN ,123,305,3027.379999999999,10.172682926829264,83,10
23237,SET OF 4 KNICK KNACK TINS LEAF,124,748,3024.760000000001,4.270645161290323,95,10
21810,CHRISTMAS HANGING STAR WITH BELL,268,5945,3022.790000000002,0.7380223880597013,130,4
22592,CARDHOLDER HOLLY WREATH METAL,135,658,3021.1200000000003,5.085037037037034,80,4
22945,CHRISTMAS METAL TAGS ASSORTED ,177,3003,3019.1200000000017,2.195706214689266,119,11
21714,CITRONELLA CANDLE GARDEN POT,228,1657,3018.15,1.8920175438596494,107,3
23390,DOLLY GIRL MINI BACKPACK,168,743,3008.9899999999993,4.386904761904758,117,13
23236,DOILEY STORAGE TIN,123,1094,3004.459999999998,3.1030081300812973,94,12
22644,CERAMIC CHERRY CAKE MONEY BANK,279,2224,3000.0199999999995,2.1159498207885292,147,10
16161P,WRAP ENGLISH ROSE ,249,7226,2990.92,0.4194377510040167,189,18
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,104,1240,2987.82,3.1661538461538448,45,3
21411,GINGHAM HEART  DOORSTOP RED,246,793,2982.03,4.890650406504064,148,6
22331,WOODLAND PARTY BAG + STICKER SET,183,1840,2975.14,2.00584699453552,102,11
21625,VINTAGE UNION JACK APRON,174,411,2967.310000000001,8.039770114942524,98,4
22906,12 MESSAGE CARDS WITH ENVELOPES,264,1740,2959.4199999999983,2.0406060606060623,151,6
21918,SET 12 KIDS COLOUR  CHALK STICKS,373,7200,2950.67,0.5193297587131372,194,16
22078,RIBBON REEL LACE DESIGN ,201,1381,2948.4099999999994,2.6188059701492508,106,9
85174,S/4 CACTI CANDLES,161,617,2946.879999999999,6.97664596273292,56,4
22990,COTTON APRON PANTRY DESIGN,168,638,2942.18,5.3109523809523775,118,10
35004B,SET OF 3 BLACK FLYING DUCKS,112,577,2934.8100000000004,6.268839285714288,31,2
22777,GLASS CLOCHE LARGE,57,350,2934.5300000000007,10.7119298245614,37,2
23211,RED ROCKING HORSE HAND PAINTED,164,2331,2933.0700000000006,1.561341463414634,83,10
84568,GIRLS ALPHABET IRON ON PATCHES ,148,13882,2923.1300000000006,0.3853378378378379,19,4
22843,BISCUIT TIN VINTAGE GREEN,129,453,2911.27,7.153255813953487,93,8
21313,GLASS HEART T-LIGHT HOLDER ,216,3336,2906.5200000000004,1.1463888888888887,97,4
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,143,2278,2901.75,1.5920279720279722,57,6
23290,SPACEBOY CHILDRENS BOWL,215,2437,2899.100000000001,1.4348372093023252,126,14
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,42,963,2898.12,6.187380952380953,33,4
23345, DOLLY GIRL BEAKER,179,2455,2891.2500000000014,1.5021229050279323,101,11
21976,PACK OF 60 MUSHROOM CAKE CASES,406,5230,2886.950000000001,0.834605911330048,182,20
23283,DOORMAT VINTAGE LEAVES DESIGN ,91,430,2881.1800000000017,7.847912087912096,76,5
21990,MODERN FLORAL STATIONERY SET,375,1679,2880.45,1.988026666666667,128,8
23427,STOOL HOME SWEET HOME ,116,238,2873.08,12.963448275862069,88,5
22354,RETROSPOT PADDED SEAT CUSHION,83,750,2860.98,4.55590361445783,44,9
22426,ENAMEL WASH BOWL CREAM,212,746,2858.96,4.8515566037735836,105,5
23504,PLAYING CARDS JUBILEE UNION JACK,221,1934,2857.640000000001,1.3465610859728507,165,4
22797,CHEST OF DRAWERS GINGHAM HEART ,91,163,2851.3600000000006,18.91989010989011,64,6
23212,HEART WREATH DECORATION WITH BELL,194,2288,2850.8900000000003,1.491237113402062,104,7
22930,BAKING MOULD HEART MILK CHOCOLATE,192,1109,2849.35,3.0706250000000015,121,9
22476,EMPIRE UNION JACK TV DINNER TRAY,127,882,2844.16,6.842992125984251,62,6
22072,RED RETROSPOT TEA CUP AND SAUCER ,172,855,2831.1700000000005,3.948197674418605,91,6
22380,TOY TIDY SPACEBOY  ,291,1317,2823.86,2.6742611683848767,115,13
85178,VICTORIAN SEWING KIT,142,2519,2823.83,1.395492957746479,78,9
47599B,BLUE PARTY BAGS ,118,1480,2822.320000000001,2.182372881355932,70,8
21499,BLUE POLKADOT WRAP,218,6952,2819.84,0.4169724770642207,176,16
21563,RED HEART SHAPE LOVE BUCKET ,159,1395,2803.130000000001,3.2000628930817605,96,7
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,112,171,2786.03,17.674464285714286,75,8
22794,SWEETHEART WIRE MAGAZINE RACK,182,326,2784.8999999999996,9.025934065934063,115,5
22224,WHITE LOVEBIRD LANTERN,166,835,2767.010000000001,3.7307228915662636,90,4
22925,BLUE GIANT GARDEN THERMOMETER,184,450,2763.420000000001,6.50744565217391,126,7
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,203,1702,2761.8999999999983,1.7966009852216773,146,8
22963,JAM JAR WITH GREEN LID,309,3267,2761.5600000000013,1.0832686084142389,166,15
22196,SMALL HEART MEASURING SPOONS,485,2853,2759.2600000000007,1.2183711340206158,147,12
23266,SET OF 3 WOODEN STOCKING DECORATION,342,2064,2757.570000000001,1.451023391812865,202,9
23542,WALL ART 70'S ALPHABET ,74,356,2757.060000000001,10.148648648648647,45,6
23147,SINGLE ANTIQUE ROSE HOOK IVORY,266,1870,2755.1000000000004,1.5253383458646608,171,9
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,196,2087,2754.4,1.5230102040816327,83,7
23341,PINK DINER WALL CLOCK,122,308,2749.8500000000004,9.931229508196719,76,11
22823,CHEST NATURAL WOOD 20 DRAWERS,13,24,2745.0,118.07692307692308,13,3
22974,CHILDRENS DOLLY GIRL MUG,209,1607,2744.5399999999995,2.036842105263159,127,9
23100,SILVER BELLS TABLE DECORATION,266,2169,2743.130000000001,1.4242481203007522,181,9
22283,6 EGG HOUSE PAINTED WOOD,156,301,2742.3299999999995,9.931794871794867,83,4
21985,PACK OF 12 HEARTS DESIGN TISSUES ,434,8803,2737.630000000001,0.4162672811059903,263,9
23407,SET OF 2 TRAYS HOME SWEET HOME,135,269,2729.3300000000017,10.596888888888895,104,7
20829,GLITTER HANGING BUTTERFLY STRING,200,1315,2725.05,2.450299999999998,91,3
